"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"1966","Specialized Industry Skills","Apparel","Information and communication","Online Media",0.00019,0.00011,0.00042,0.00015,0.00015
"1967","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Architecture & Planning",0.12653,0.11654,0.13138,0.11873,0.12839
"1968","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Design",0.02367,0.02442,0.03083,0.02858,0.02878
"1969","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.01468,0.01511,0.01791,0.01713,0.01884
"1970","Specialized Industry Skills","Architecture","Manufacturing","Industrial Automation",0.00725,0.00664,0.00834,0.00818,0.00832
"1971","Specialized Industry Skills","Architecture","Manufacturing","Renewables & Environment",0.00634,0.0055,0.00605,0.00614,0.00688
"1972","Specialized Industry Skills","Architecture","Manufacturing","Machinery",0.00591,0.00631,0.00737,0.00753,0.00976
"1973","Specialized Industry Skills","Architecture","Mining and quarrying","Mining & Metals",0.00512,0.00443,0.00473,0.00441,0.00494
"1974","Specialized Industry Skills","Architecture","Manufacturing","Electrical & Electronic Manufacturing",0.00499,0.00535,0.0069,0.0068,0.00673
"1975","Specialized Industry Skills","Architecture","Mining and quarrying","Oil & Energy",0.00426,0.00452,0.00538,0.00511,0.00483
"1976","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Environmental Services",0.00335,0.00338,0.00314,0.00359,0.00391
"1977","Specialized Industry Skills","Architecture","Manufacturing","Automotive",0.00286,0.00355,0.00454,0.00444,0.00477
"1978","Specialized Industry Skills","Architecture","Manufacturing","Aviation & Aerospace",0.00268,0.00315,0.00458,0.00441,0.00475
"1979","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Graphic Design",0.00209,0.00181,0.00165,0.00199,0.00261
"1980","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Animation",0.00179,0.00266,0.00293,0.00365,0.00426
"1981","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Research",0.00137,0.00146,0.00165,0.00155,0.00231
"1982","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Fine Art",0.00136,0.00107,0.00199,0.00144,0.00128
"1983","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Arts & Crafts",0.00134,0.0017,0.00149,0.00186,0.00197
"1984","Specialized Industry Skills","Architecture","Manufacturing","Paper & Forest Products",0.00133,0.00113,0.00157,0.0011,0.00167
"1985","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Management Consulting",0.00133,0.00114,0.00141,0.00131,0.00145
"1986","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Executive Office",0.00127,0.00132,0.00166,0.00029,0.00245
"1987","Specialized Industry Skills","Architecture","Manufacturing","Packaging & Containers",0.00124,0.00145,0.00164,0.00157,0.00203
"1988","Specialized Industry Skills","Architecture","Manufacturing","Plastics",0.00122,0.00177,0.00261,0.0024,0.00233
"1989","Specialized Industry Skills","Architecture","Financial and insurance activities","Investment Management",0.00104,0.00087,0.00113,0.00099,0.00099
"1990","Specialized Industry Skills","Architecture","Manufacturing","Chemicals",0.001,0.00106,0.00094,0.00142,0.00118
"1991","Specialized Industry Skills","Architecture","Manufacturing","Textiles",0.00083,0.00081,0.00094,0.00076,0.00124
"1992","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Events Services",0.00079,0.00069,0.0012,0.00077,0.00086
"1993","Specialized Industry Skills","Architecture","Information and communication","Semiconductors",0.00075,0.00092,0.00125,0.00147,0.00169
"1994","Specialized Industry Skills","Architecture","Information and communication","Information Technology & Services",0.00074,0.00078,0.00087,0.00104,0.0011
"1995","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Outsourcing/Offshoring",0.00069,0.00053,0.00047,0.00078,0.00129
"1996","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Performing Arts",0.00062,0.00076,0.00074,0.00076,0.00114
"1997","Specialized Industry Skills","Architecture","Information and communication","Computer Software",6e-04,0.00052,0.00049,0.00069,7e-04
"1998","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Professional Training & Coaching",0.00054,0.00034,0.00042,0.00031,0.00067
"1999","Specialized Industry Skills","Architecture","Manufacturing","Food Production",5e-04,7e-04,0.00081,6e-04,0.00096
"2000","Specialized Industry Skills","Architecture","Information and communication","Telecommunications",0.00045,0.00059,0.00095,0.00085,0.00122
"2001","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Marketing & Advertising",0.00042,0.00053,0.00048,0.00069,0.00065
"2002","Specialized Industry Skills","Architecture","Information and communication","Internet",4e-04,0.00046,0.00062,0.00078,0.00095
"2003","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Entertainment",4e-04,0.00044,0.00063,0.00058,0.00072
"2004","Specialized Industry Skills","Architecture","Manufacturing","Pharmaceuticals",0.00034,0.00027,0.00058,0.00038,0.00043
"2005","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Accounting",0.00033,0.00038,4e-04,0.00039,0.00048
"2006","Specialized Industry Skills","Architecture","Information and communication","Media Production",3e-04,0.00023,0.00011,0.00044,0.00054
"2007","Specialized Industry Skills","Architecture","Professional scientific and technical activities","Biotechnology",3e-04,0.00023,0.00024,0.00056,0.00048
"2008","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Sports",0.00029,0.00024,0.00025,0.00013,0.00013
"2009","Specialized Industry Skills","Architecture","Information and communication","Computer Hardware",0.00025,0.00028,0.00029,0.00021,0.00043
"2010","Specialized Industry Skills","Architecture","Financial and insurance activities","Banking",2e-04,0.00017,0.00021,0.00026,0.00026
"2011","Specialized Industry Skills","Architecture","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00019,0.00016,2e-04,0.00017,2e-04
"2012","Specialized Industry Skills","Architecture","Financial and insurance activities","Financial Services",0.00012,0.00011,1e-04,1e-04,0.00018
"2013","Specialized Industry Skills","Army","Manufacturing","Aviation & Aerospace",0.00356,0.00252,0.00075,0.00037,0.00015
"2014","Specialized Industry Skills","Art History","Arts, entertainment and recreation","Museums & Institutions",0.04914,0.03877,0.02354,0.02319,0.0314
"2015","Specialized Industry Skills","Art History","Arts, entertainment and recreation","Fine Art",0.04444,0.04005,0.03906,0.02564,0.02785
"2016","Specialized Industry Skills","Art History","Arts, entertainment and recreation","Arts & Crafts",0.0282,0.02207,0.01338,0.00953,0.01073
"2017","Specialized Industry Skills","Art History","Professional scientific and technical activities","Photography",0.0013,0.00099,0.00063,0.00025,0.00024
"2018","Specialized Industry Skills","Art History","Professional scientific and technical activities","Design",4e-04,0.00028,0.00028,0.00014,0.00021
"2019","Specialized Industry Skills","Arts & Crafts","Arts, entertainment and recreation","Arts & Crafts",0.00684,0.00494,0.00387,0.00232,0.01161
"2020","Specialized Industry Skills","Arts & Crafts","Arts, entertainment and recreation","Fine Art",0.00272,0.00183,0.00165,0.0012,0.0023
"2021","Specialized Industry Skills","Arts & Crafts","Professional scientific and technical activities","Design",0.00036,0.00047,0.00065,5e-04,0.00056
"2022","Specialized Industry Skills","Arts & Crafts","Manufacturing","Textiles",3e-04,0.00027,0.00031,0.00022,0.00056
"2023","Specialized Industry Skills","Arts & Crafts","Professional scientific and technical activities","Events Services",0.00017,0.00019,0.00036,0.00029,0.00019
"2024","Specialized Industry Skills","Automotive","Manufacturing","Automotive",0.03142,0.02654,0.0279,0.02758,0.02683
"2025","Specialized Industry Skills","Automotive","Manufacturing","Plastics",0.0016,0.0021,0.00043,0.0012,0.00062
"2026","Specialized Industry Skills","Automotive","Manufacturing","Machinery",0.00155,0.00112,0.00063,0.00062,0.00058
"2027","Specialized Industry Skills","Automotive","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00121,0.00127,0.00044,0.00075,0.00032
"2028","Specialized Industry Skills","Automotive","Manufacturing","Industrial Automation",9e-04,0.00046,0.00027,0.00056,0.00028
"2029","Specialized Industry Skills","Automotive","Arts, entertainment and recreation","Sports",0.00038,0.00029,0.00017,2e-04,2e-04
"2030","Specialized Industry Skills","Biomedical Engineering","Professional scientific and technical activities","Biotechnology",0.00597,0.00508,0.00374,0.00413,0.00415
"2031","Specialized Industry Skills","Biomedical Engineering","Manufacturing","Pharmaceuticals",0.00459,0.0032,0.00185,0.00219,0.00151
"2032","Specialized Industry Skills","Biomedical Engineering","Professional scientific and technical activities","Research",0.00079,0.00077,0.00029,0.00061,0.00058
"2033","Specialized Industry Skills","Biomedical Engineering","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00056,0.00042,2e-04,0.00017,0.00023
"2034","Specialized Industry Skills","Botany","Professional scientific and technical activities","Environmental Services",0.00016,0.00015,0.00029,0.00022,4e-04
"2035","Specialized Industry Skills","Cardiology","Manufacturing","Pharmaceuticals",0.00342,0.00255,0.00229,0.00139,0.00093
"2036","Specialized Industry Skills","Cardiology","Professional scientific and technical activities","Biotechnology",0.00151,0.00121,6e-04,0.00038,1e-04
"2037","Specialized Industry Skills","Carpentry","Arts, entertainment and recreation","Arts & Crafts",0.00061,0.00046,0.00059,0.00046,0.00219
"2038","Specialized Industry Skills","Carpentry","Professional scientific and technical activities","Design",0.00016,0.00014,0.00019,0.00021,0.00042
"2039","Specialized Industry Skills","Chemical Processing","Manufacturing","Chemicals",0.01009,0.00761,0.00644,0.00516,0.00834
"2040","Specialized Industry Skills","Chemical Processing","Manufacturing","Paper & Forest Products",0.00532,0.0031,0.00125,0.00329,0.00191
"2041","Specialized Industry Skills","Chemical Processing","Manufacturing","Plastics",0.00094,0.00011,0.00065,3e-04,0.00062
"2042","Specialized Industry Skills","Chemical Processing","Mining and quarrying","Oil & Energy",8e-04,8e-04,0.00063,0.00093,0.00133
"2043","Specialized Industry Skills","Chemical Processing","Manufacturing","Renewables & Environment",0.00018,1e-04,0.00011,0.00024,0.00041
"2044","Specialized Industry Skills","Chemical Processing","Professional scientific and technical activities","Environmental Services",0.00016,2e-04,2e-04,0.00022,0.00088
"2045","Specialized Industry Skills","Chemical Processing","Mining and quarrying","Mining & Metals",0.00012,0.00019,0.00016,0.00029,0.00047
"2046","Specialized Industry Skills","Childcare","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00029,0.00042,0.00052,0.00053,0.00114
"2047","Specialized Industry Skills","Childcare","Information and communication","Internet",0.00017,0.00024,0.00039,0.00029,0.00041
"2048","Specialized Industry Skills","Commercial Photography","Professional scientific and technical activities","Photography",0.05956,0.05514,0.07551,0.07967,0.08363
"2049","Specialized Industry Skills","Commercial Photography","Arts, entertainment and recreation","Fine Art",0.0021,0.00183,0.00331,0.00311,0.00307
"2050","Specialized Industry Skills","Commercial Photography","Professional scientific and technical activities","Graphic Design",0.00132,0.00157,0.00186,0.00315,0.00326
"2051","Specialized Industry Skills","Commercial Photography","Information and communication","Newspapers",0.00114,0.00122,0.00246,0.00208,0.00292
"2052","Specialized Industry Skills","Commercial Photography","Arts, entertainment and recreation","Arts & Crafts",0.0011,0.00139,0.00268,0.00186,0.00219
"2053","Specialized Industry Skills","Commercial Photography","Information and communication","Media Production",0.00103,0.00132,0.00205,0.00193,0.0028
"2054","Specialized Industry Skills","Commercial Photography","Arts, entertainment and recreation","Animation",0.00077,8e-04,0.0011,0.00209,0.00247
"2055","Specialized Industry Skills","Commercial Photography","Information and communication","Online Media",0.00077,0.00057,0.00168,0.00131,0.00206
"2056","Specialized Industry Skills","Commercial Photography","Information and communication","Publishing",0.00075,0.00101,0.00086,0.00103,0.00124
"2057","Specialized Industry Skills","Commercial Photography","Information and communication","Motion Pictures & Film",0.00073,0.00075,0.00198,0.00127,0.00116
"2058","Specialized Industry Skills","Commercial Photography","Arts, entertainment and recreation","Museums & Institutions",0.00062,6e-04,3e-04,0.00092,0.00123
"2059","Specialized Industry Skills","Commercial Photography","Manufacturing","Printing",0.00055,0.00033,0.00044,0.00034,0.00145
