country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,growth_rate_2015,growth_rate_2016,growth_rate_2017,growth_rate_2018,growth_rate_2019
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,8,Telecommunications,6.14%,2.74%,-1.03%,-10.89%,-0.76%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,35,Motion Pictures & Film,1.82%,7.41%,1.79%,1.89%,1.89%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,36,Broadcast Media,-0.71%,2.57%,6.79%,1.32%,-3.44%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,82,Publishing,-4.44%,-6.02%,2.53%,-10.71%,-1.32%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,96,Information Technology & Services,1.28%,1.20%,1.22%,3.47%,-0.40%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,109,Computer Games,17.50%,2.60%,7.25%,2.99%,8.45%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,113,Online Media,4.50%,-0.90%,-1.83%,0.91%,-2.65%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,126,Media Production,1.66%,-2.52%,-2.99%,-1.72%,-0.43%
lv,Latvia,Europe & Central Asia,High income,K,Financial and insurance activities,41,Banking,-1.47%,-2.01%,4.02%,-5.76%,-4.71%
lv,Latvia,Europe & Central Asia,High income,K,Financial and insurance activities,42,Insurance,5.46%,6.04%,1.96%,1.35%,1.68%
lv,Latvia,Europe & Central Asia,High income,K,Financial and insurance activities,43,Financial Services,0.23%,1.99%,-2.52%,2.64%,2.33%
lv,Latvia,Europe & Central Asia,High income,K,Financial and insurance activities,46,Investment Management,2.17%,-12.36%,-4.94%,-6.33%,-1.33%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,9,Law Practice,6.25%,-1.15%,0.00%,3.61%,-1.12%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,10,Legal Services,-1.77%,-4.29%,0.37%,3.62%,-1.72%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,11,Management Consulting,-2.60%,-1.18%,-1.70%,10.46%,1.06%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,12,Biotechnology,9.43%,7.02%,-3.13%,4.69%,1.43%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,47,Accounting,-7.77%,-2.35%,-4.17%,5.26%,3.27%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.59%,5.62%,0.00%,2.56%,-2.40%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,70,Research,6.91%,-2.79%,-0.49%,-2.38%,2.40%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,0.93%,0.96%,2.16%,-3.93%,0.00%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,84,Information Services,-1.23%,-1.23%,2.53%,13.92%,7.95%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,86,Environmental Services,5.50%,1.45%,-2.80%,-0.96%,0.00%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,98,Public Relations & Communications,-2.96%,3.13%,-1.54%,-3.76%,-7.35%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,99,Design,-1.24%,-1.22%,-3.03%,0.00%,1.70%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,5.88%,5.75%,3.09%,2.94%,-0.91%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,108,Translation & Localization,-8.60%,-4.29%,-4.25%,-0.97%,0.93%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,110,Events Services,0.00%,-8.18%,0.96%,0.00%,0.00%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-12.80%,-11.11%,0.00%,-3.30%,-7.29%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-2.86%,-1.63%,-0.85%,3.06%,0.00%
lv,Latvia,Europe & Central Asia,High income,M,Professional scientific and technical activities,140,Graphic Design,-1.30%,2.63%,6.58%,3.80%,-1.12%
lv,Latvia,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",28,Entertainment,-3.27%,2.08%,-4.26%,-1.16%,-3.61%
lv,Latvia,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",33,Sports,5.03%,1.27%,-3.18%,2.60%,0.00%
lv,Latvia,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,1.56%,1.56%,-1.52%,1.49%,-5.71%
lv,Latvia,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",115,Music,5.95%,3.66%,1.15%,8.79%,3.96%
lv,Latvia,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",2.17%,6.08%,0.52%,3.06%,1.50%
ly,Libya,Middle East & North Africa,Upper middle income,B,Mining and quarrying,57,Oil & Energy,-2.71%,-1.40%,-0.49%,0.34%,0.43%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,15,Pharmaceuticals,-16.44%,-5.47%,5.17%,9.57%,7.69%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,53,Automotive,1.18%,4.94%,3.66%,3.66%,4.94%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,54,Chemicals,1.47%,2.50%,3.03%,3.06%,3.59%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,55,Machinery,-3.03%,3.23%,1.59%,4.84%,8.47%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-1.14%,0.00%,1.19%,1.20%,1.80%
ly,Libya,Middle East & North Africa,Upper middle income,C,Manufacturing,144,Renewables & Environment,1.92%,0.00%,3.92%,0.00%,1.96%
ly,Libya,Middle East & North Africa,Upper middle income,J,Information and communication,4,Computer Software,3.96%,6.12%,3.88%,2.86%,2.86%
ly,Libya,Middle East & North Africa,Upper middle income,J,Information and communication,6,Internet,0.00%,1.28%,0.00%,6.49%,6.33%
ly,Libya,Middle East & North Africa,Upper middle income,J,Information and communication,8,Telecommunications,-0.97%,1.23%,0.12%,0.24%,0.60%
ly,Libya,Middle East & North Africa,Upper middle income,J,Information and communication,82,Publishing,5.63%,2.74%,4.11%,2.70%,0.00%
ly,Libya,Middle East & North Africa,Upper middle income,J,Information and communication,96,Information Technology & Services,-0.35%,-0.53%,1.99%,3.97%,3.38%
ly,Libya,Middle East & North Africa,Upper middle income,K,Financial and insurance activities,41,Banking,2.91%,2.97%,4.09%,4.36%,3.89%
ly,Libya,Middle East & North Africa,Upper middle income,K,Financial and insurance activities,43,Financial Services,0.69%,4.32%,6.47%,3.50%,4.23%
ly,Libya,Middle East & North Africa,Upper middle income,K,Financial and insurance activities,46,Investment Management,-2.54%,1.77%,0.87%,1.77%,0.88%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,11,Management Consulting,-9.26%,-4.03%,1.37%,-1.32%,2.68%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,47,Accounting,-4.55%,-1.64%,3.57%,3.70%,1.82%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-6.90%,-1.82%,3.70%,1.85%,0.00%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,70,Research,8.96%,5.80%,9.09%,8.96%,7.58%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,0.97%,4.08%,3.09%,3.09%,6.32%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,99,Design,1.72%,3.45%,1.69%,5.08%,3.33%
ly,Libya,Middle East & North Africa,Upper middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-15.79%,-4.76%,1.30%,-1.25%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,B,Mining and quarrying,56,Mining & Metals,0.19%,-2.22%,-0.81%,0.08%,-0.08%
ma,Morocco,Middle East & North Africa,Lower middle income,B,Mining and quarrying,57,Oil & Energy,-2.64%,-2.48%,-2.05%,-2.15%,-1.16%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,15,Pharmaceuticals,-0.12%,-0.52%,-0.35%,-0.19%,-0.57%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,23,Food Production,-0.78%,-0.75%,-0.53%,-1.11%,-1.08%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,52,Aviation & Aerospace,-1.60%,-2.12%,-2.75%,-4.38%,-2.83%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,53,Automotive,0.17%,-0.53%,0.32%,0.71%,0.40%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,54,Chemicals,-2.09%,-2.04%,0.00%,1.16%,-0.66%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,55,Machinery,-3.62%,-1.47%,-1.86%,-3.17%,-2.77%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,58,Shipbuilding,5.88%,13.73%,5.36%,0.00%,-3.23%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,60,Textiles,0.49%,-0.50%,0.67%,1.65%,0.81%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,61,Paper & Forest Products,0.00%,-0.74%,2.20%,-3.91%,-2.18%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,62,Railroad Manufacture,7.02%,11.94%,-10.47%,-9.09%,-7.06%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,83,Printing,-1.91%,2.35%,0.38%,-2.64%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-0.59%,-0.25%,-0.84%,-0.55%,0.10%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,117,Plastics,0.58%,2.06%,0.29%,-3.42%,-4.30%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,144,Renewables & Environment,0.84%,6.31%,0.76%,0.18%,-1.92%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,145,"Glass, Ceramics & Concrete",-4.20%,5.97%,0.70%,3.92%,1.88%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,146,Packaging & Containers,-2.83%,0.00%,-2.60%,-1.19%,-1.19%
ma,Morocco,Middle East & North Africa,Lower middle income,C,Manufacturing,147,Industrial Automation,1.66%,0.67%,-1.62%,-1.92%,-2.56%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,3,Computer Hardware,-1.59%,-0.80%,0.00%,-0.75%,-1.79%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,4,Computer Software,-8.15%,-7.90%,-7.18%,-3.59%,-2.74%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,5,Computer Networking,-3.61%,0.63%,-5.45%,-3.66%,0.63%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,6,Internet,-4.20%,-6.64%,-5.05%,-3.88%,-2.64%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,7,Semiconductors,-3.68%,-3.19%,-6.02%,-3.35%,-2.42%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,8,Telecommunications,-5.89%,-4.34%,-3.06%,-3.65%,-1.75%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,35,Motion Pictures & Film,0.00%,-3.11%,-1.77%,-2.47%,-1.08%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,36,Broadcast Media,-6.21%,-5.82%,-3.66%,-3.59%,-2.71%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,81,Newspapers,-1.87%,-1.60%,-3.86%,-1.62%,-0.65%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,82,Publishing,2.83%,-0.74%,-0.97%,-0.95%,-1.19%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,96,Information Technology & Services,-9.67%,-10.49%,-9.71%,-6.98%,-3.25%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,103,Writing & Editing,-4.85%,-6.86%,-2.97%,-2.97%,-2.97%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,109,Computer Games,-10.42%,-19.32%,-9.33%,-12.00%,-5.71%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,113,Online Media,5.93%,2.19%,2.04%,1.94%,1.22%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,118,Computer & Network Security,-2.83%,0.92%,-5.79%,-4.56%,0.41%
ma,Morocco,Middle East & North Africa,Lower middle income,J,Information and communication,126,Media Production,-0.87%,-4.05%,-2.92%,-2.21%,0.52%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,41,Banking,-0.71%,-1.60%,-1.77%,-1.26%,-0.82%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,42,Insurance,-1.91%,-1.37%,-1.16%,-1.35%,-2.49%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,43,Financial Services,-0.93%,-0.50%,-1.18%,-1.88%,-0.06%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,45,Investment Banking,-4.92%,-3.59%,-2.38%,5.24%,0.37%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,46,Investment Management,-0.30%,3.66%,-0.89%,-0.88%,-0.30%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,106,Venture Capital & Private Equity,7.69%,-1.22%,-2.38%,-7.95%,2.33%
ma,Morocco,Middle East & North Africa,Lower middle income,K,Financial and insurance activities,129,Capital Markets,-7.50%,2.70%,2.53%,2.41%,-3.33%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,9,Law Practice,3.01%,4.17%,1.63%,0.27%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,10,Legal Services,0.31%,0.00%,-0.31%,0.61%,-0.59%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,11,Management Consulting,-2.13%,-0.49%,-1.20%,-2.57%,-0.65%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,12,Biotechnology,1.87%,-1.52%,-0.39%,-2.67%,-0.37%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,16,Veterinary,-1.59%,3.33%,0.00%,-1.59%,3.28%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,47,Accounting,-4.01%,-3.00%,-3.38%,-1.99%,-1.67%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.10%,-0.10%,-1.39%,0.49%,-0.48%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,70,Research,-2.91%,-1.86%,-2.70%,0.42%,-1.22%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-1.60%,-2.05%,-1.08%,-1.00%,0.45%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,84,Information Services,-1.00%,-2.40%,0.00%,-0.60%,0.19%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,86,Environmental Services,-4.33%,-3.15%,-3.95%,-2.11%,-0.79%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,97,Market Research,-6.81%,-3.85%,-1.20%,-0.81%,1.64%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,98,Public Relations & Communications,-4.66%,-3.08%,-4.76%,-4.05%,-1.83%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,99,Design,-1.35%,-2.90%,-2.25%,-1.74%,-1.20%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,105,Professional Training & Coaching,-2.22%,-2.09%,-2.78%,0.14%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,108,Translation & Localization,0.00%,-6.52%,0.00%,-2.88%,-5.59%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,110,Events Services,-4.42%,-2.70%,-2.67%,-1.56%,-0.26%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-5.74%,-2.36%,-3.94%,-3.59%,-2.60%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,0.40%,-0.57%,-0.05%,-2.01%,-1.36%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,136,Photography,-1.17%,0.00%,-1.74%,-1.75%,-1.17%
ma,Morocco,Middle East & North Africa,Lower middle income,M,Professional scientific and technical activities,140,Graphic Design,-0.68%,-0.68%,1.36%,0.00%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",28,Entertainment,-1.02%,-3.35%,-1.82%,-0.26%,-1.99%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",33,Sports,1.10%,-1.08%,0.22%,-2.56%,-1.92%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",38,Fine Art,-3.72%,-5.19%,-0.97%,-1.42%,-1.42%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",39,Performing Arts,-2.42%,-2.50%,-4.13%,-3.42%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,-3.08%,-1.56%,-2.99%,-5.88%,0.00%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",115,Music,0.00%,0.00%,0.00%,-1.76%,-1.16%
ma,Morocco,Middle East & North Africa,Lower middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",-0.73%,-0.63%,0.63%,0.61%,-0.87%
